run_id,returncode,out_json,out_log,err_log,seconds,tau,alpha,sigma,beta,bpe_warmstart,bpe_bytes,bpe_words,bpe_tokens,bpe_bytes_per_token,bpe_tokens_per_byte,bpe_fertility,bpe_pcw,bpe_avg_token_chars,bpe_unique_tokens_used,spec_bytes,spec_words,spec_tokens,spec_bytes_per_token,spec_tokens_per_byte,spec_fertility,spec_pcw,spec_avg_token_chars,spec_unique_tokens_used,spec_nsl_vs_bpe
r0481_tau15_alpha0p6_sigma0p8_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0481_tau15_alpha0p6_sigma0p8_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0481_tau15_alpha0p6_sigma0p8_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0481_tau15_alpha0p6_sigma0p8_beta0p01_bpe100.err,2132.558,15,0.6,0.8,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0480_tau15_alpha0p6_sigma0p6_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0480_tau15_alpha0p6_sigma0p6_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0480_tau15_alpha0p6_sigma0p6_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0480_tau15_alpha0p6_sigma0p6_beta0p2_bpe400.err,2342.519,15,0.6,0.6,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0482_tau15_alpha0p6_sigma0p8_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0482_tau15_alpha0p6_sigma0p8_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0482_tau15_alpha0p6_sigma0p8_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0482_tau15_alpha0p6_sigma0p8_beta0p01_bpe200.err,2204.159,15,0.6,0.8,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0483_tau15_alpha0p6_sigma0p8_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0483_tau15_alpha0p6_sigma0p8_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0483_tau15_alpha0p6_sigma0p8_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0483_tau15_alpha0p6_sigma0p8_beta0p01_bpe300.err,2266.855,15,0.6,0.8,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0485_tau15_alpha0p6_sigma0p8_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0485_tau15_alpha0p6_sigma0p8_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0485_tau15_alpha0p6_sigma0p8_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0485_tau15_alpha0p6_sigma0p8_beta0p1_bpe100.err,2169.987,15,0.6,0.8,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0484_tau15_alpha0p6_sigma0p8_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0484_tau15_alpha0p6_sigma0p8_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0484_tau15_alpha0p6_sigma0p8_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0484_tau15_alpha0p6_sigma0p8_beta0p01_bpe400.err,2394.037,15,0.6,0.8,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0486_tau15_alpha0p6_sigma0p8_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0486_tau15_alpha0p6_sigma0p8_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0486_tau15_alpha0p6_sigma0p8_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0486_tau15_alpha0p6_sigma0p8_beta0p1_bpe200.err,2213.587,15,0.6,0.8,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0489_tau15_alpha0p6_sigma0p8_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0489_tau15_alpha0p6_sigma0p8_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0489_tau15_alpha0p6_sigma0p8_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0489_tau15_alpha0p6_sigma0p8_beta0p15_bpe100.err,2194.392,15,0.6,0.8,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465754.000000,2.451481,0.407917,2.177581,0.464271,1.982459,1199.000000,1.124222
r0487_tau15_alpha0p6_sigma0p8_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0487_tau15_alpha0p6_sigma0p8_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0487_tau15_alpha0p6_sigma0p8_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0487_tau15_alpha0p6_sigma0p8_beta0p1_bpe300.err,2298.311,15,0.6,0.8,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0490_tau15_alpha0p6_sigma0p8_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0490_tau15_alpha0p6_sigma0p8_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0490_tau15_alpha0p6_sigma0p8_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0490_tau15_alpha0p6_sigma0p8_beta0p15_bpe200.err,2230.456,15,0.6,0.8,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0488_tau15_alpha0p6_sigma0p8_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0488_tau15_alpha0p6_sigma0p8_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0488_tau15_alpha0p6_sigma0p8_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0488_tau15_alpha0p6_sigma0p8_beta0p1_bpe400.err,2399.799,15,0.6,0.8,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0493_tau15_alpha0p6_sigma0p8_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0493_tau15_alpha0p6_sigma0p8_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0493_tau15_alpha0p6_sigma0p8_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0493_tau15_alpha0p6_sigma0p8_beta0p2_bpe100.err,2108.553,15,0.6,0.8,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0491_tau15_alpha0p6_sigma0p8_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0491_tau15_alpha0p6_sigma0p8_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0491_tau15_alpha0p6_sigma0p8_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0491_tau15_alpha0p6_sigma0p8_beta0p15_bpe300.err,2329.257,15,0.6,0.8,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
r0492_tau15_alpha0p6_sigma0p8_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0492_tau15_alpha0p6_sigma0p8_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0492_tau15_alpha0p6_sigma0p8_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0492_tau15_alpha0p6_sigma0p8_beta0p15_bpe400.err,2337.357,15,0.6,0.8,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424604.000000,2.689063,0.371877,1.985188,0.438953,2.174586,1194.000000,1.024896
r0494_tau15_alpha0p6_sigma0p8_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0494_tau15_alpha0p6_sigma0p8_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0494_tau15_alpha0p6_sigma0p8_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0494_tau15_alpha0p6_sigma0p8_beta0p2_bpe200.err,2190.533,15,0.6,0.8,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441470.000000,2.586330,0.386648,2.064043,0.449253,2.091508,1186.000000,1.065606
r0495_tau15_alpha0p6_sigma0p8_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0495_tau15_alpha0p6_sigma0p8_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0495_tau15_alpha0p6_sigma0p8_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0495_tau15_alpha0p6_sigma0p8_beta0p2_bpe300.err,2276.045,15,0.6,0.8,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0497_tau15_alpha0p6_sigma1_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0497_tau15_alpha0p6_sigma1_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0497_tau15_alpha0p6_sigma1_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0497_tau15_alpha0p6_sigma1_beta0p01_bpe100.err,2154.455,15,0.6,1.0,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465832.000000,2.451070,0.407985,2.177945,0.466627,1.982127,1196.000000,1.124410
r0498_tau15_alpha0p6_sigma1_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0498_tau15_alpha0p6_sigma1_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0498_tau15_alpha0p6_sigma1_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0498_tau15_alpha0p6_sigma1_beta0p01_bpe200.err,2206.986,15,0.6,1.0,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441473.000000,2.586312,0.386651,2.064057,0.446761,2.091494,1188.000000,1.065613
r0496_tau15_alpha0p6_sigma0p8_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0496_tau15_alpha0p6_sigma0p8_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0496_tau15_alpha0p6_sigma0p8_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0496_tau15_alpha0p6_sigma0p8_beta0p2_bpe400.err,2407.113,15,0.6,0.8,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0499_tau15_alpha0p6_sigma1_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0499_tau15_alpha0p6_sigma1_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0499_tau15_alpha0p6_sigma1_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0499_tau15_alpha0p6_sigma1_beta0p01_bpe300.err,2274.209,15,0.6,1.0,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432539.000000,2.639732,0.378826,2.022288,0.439384,2.134693,1200.000000,1.044049
r0501_tau15_alpha0p6_sigma1_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0501_tau15_alpha0p6_sigma1_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0501_tau15_alpha0p6_sigma1_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0501_tau15_alpha0p6_sigma1_beta0p1_bpe100.err,2163.119,15,0.6,1.0,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465281.000000,2.453973,0.407502,2.175369,0.464579,1.984474,1198.000000,1.123080
r0502_tau15_alpha0p6_sigma1_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0502_tau15_alpha0p6_sigma1_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0502_tau15_alpha0p6_sigma1_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0502_tau15_alpha0p6_sigma1_beta0p1_bpe200.err,2202.971,15,0.6,1.0,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441498.000000,2.586166,0.386673,2.064174,0.447963,2.091375,1189.000000,1.065674
r0500_tau15_alpha0p6_sigma1_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0500_tau15_alpha0p6_sigma1_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0500_tau15_alpha0p6_sigma1_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0500_tau15_alpha0p6_sigma1_beta0p01_bpe400.err,2361.765,15,0.6,1.0,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424699.000000,2.688462,0.371960,1.985633,0.437780,2.174100,1194.000000,1.025125
r0505_tau15_alpha0p6_sigma1_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0505_tau15_alpha0p6_sigma1_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0505_tau15_alpha0p6_sigma1_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0505_tau15_alpha0p6_sigma1_beta0p15_bpe100.err,2127.574,15,0.6,1.0,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465754.000000,2.451481,0.407917,2.177581,0.464271,1.982459,1199.000000,1.124222
r0503_tau15_alpha0p6_sigma1_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0503_tau15_alpha0p6_sigma1_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0503_tau15_alpha0p6_sigma1_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0503_tau15_alpha0p6_sigma1_beta0p1_bpe300.err,2318.341,15,0.6,1.0,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432574.000000,2.639518,0.378857,2.022451,0.440880,2.134520,1202.000000,1.044133
r0506_tau15_alpha0p6_sigma1_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0506_tau15_alpha0p6_sigma1_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0506_tau15_alpha0p6_sigma1_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0506_tau15_alpha0p6_sigma1_beta0p15_bpe200.err,2272.103,15,0.6,1.0,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441300.000000,2.587326,0.386499,2.063249,0.448402,2.092314,1189.000000,1.065196
r0507_tau15_alpha0p6_sigma1_beta0p15_bpe300,0,sweeps/20260201_214318/json/r0507_tau15_alpha0p6_sigma1_beta0p15_bpe300.json,sweeps/20260201_214318/logs/r0507_tau15_alpha0p6_sigma1_beta0p15_bpe300.out,sweeps/20260201_214318/logs/r0507_tau15_alpha0p6_sigma1_beta0p15_bpe300.err,2257.766,15,0.6,1.0,0.15,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432590.000000,2.639421,0.378871,2.022526,0.441441,2.134441,1203.000000,1.044172
r0504_tau15_alpha0p6_sigma1_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0504_tau15_alpha0p6_sigma1_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0504_tau15_alpha0p6_sigma1_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0504_tau15_alpha0p6_sigma1_beta0p1_bpe400.err,2390.414,15,0.6,1.0,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424632.000000,2.688886,0.371901,1.985319,0.437981,2.174443,1195.000000,1.024963
r0509_tau15_alpha0p6_sigma1_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0509_tau15_alpha0p6_sigma1_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0509_tau15_alpha0p6_sigma1_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0509_tau15_alpha0p6_sigma1_beta0p2_bpe100.err,2153.851,15,0.6,1.0,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465522.000000,2.452703,0.407714,2.176496,0.467029,1.983447,1199.000000,1.123662
r0510_tau15_alpha0p6_sigma1_beta0p2_bpe200,0,sweeps/20260201_214318/json/r0510_tau15_alpha0p6_sigma1_beta0p2_bpe200.json,sweeps/20260201_214318/logs/r0510_tau15_alpha0p6_sigma1_beta0p2_bpe200.out,sweeps/20260201_214318/logs/r0510_tau15_alpha0p6_sigma1_beta0p2_bpe200.err,2215.688,15,0.6,1.0,0.2,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441470.000000,2.586330,0.386648,2.064043,0.449253,2.091508,1186.000000,1.065606
r0508_tau15_alpha0p6_sigma1_beta0p15_bpe400,0,sweeps/20260201_214318/json/r0508_tau15_alpha0p6_sigma1_beta0p15_bpe400.json,sweeps/20260201_214318/logs/r0508_tau15_alpha0p6_sigma1_beta0p15_bpe400.out,sweeps/20260201_214318/logs/r0508_tau15_alpha0p6_sigma1_beta0p15_bpe400.err,2375.851,15,0.6,1.0,0.15,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424604.000000,2.689063,0.371877,1.985188,0.438953,2.174586,1194.000000,1.024896
r0511_tau15_alpha0p6_sigma1_beta0p2_bpe300,0,sweeps/20260201_214318/json/r0511_tau15_alpha0p6_sigma1_beta0p2_bpe300.json,sweeps/20260201_214318/logs/r0511_tau15_alpha0p6_sigma1_beta0p2_bpe300.out,sweeps/20260201_214318/logs/r0511_tau15_alpha0p6_sigma1_beta0p2_bpe300.err,2292.444,15,0.6,1.0,0.2,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432501.000000,2.639964,0.378793,2.022110,0.441862,2.134881,1203.000000,1.043957
r0513_tau15_alpha0p8_sigma0p4_beta0p01_bpe100,0,sweeps/20260201_214318/json/r0513_tau15_alpha0p8_sigma0p4_beta0p01_bpe100.json,sweeps/20260201_214318/logs/r0513_tau15_alpha0p8_sigma0p4_beta0p01_bpe100.out,sweeps/20260201_214318/logs/r0513_tau15_alpha0p8_sigma0p4_beta0p01_bpe100.err,2154.706,15,0.8,0.4,0.01,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465517.000000,2.452729,0.407709,2.176473,0.467712,1.983468,1204.000000,1.123650
r0512_tau15_alpha0p6_sigma1_beta0p2_bpe400,0,sweeps/20260201_214318/json/r0512_tau15_alpha0p6_sigma1_beta0p2_bpe400.json,sweeps/20260201_214318/logs/r0512_tau15_alpha0p6_sigma1_beta0p2_bpe400.out,sweeps/20260201_214318/logs/r0512_tau15_alpha0p6_sigma1_beta0p2_bpe400.err,2378.224,15,0.6,1.0,0.2,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424633.000000,2.688880,0.371902,1.985324,0.438720,2.174438,1194.000000,1.024966
r0514_tau15_alpha0p8_sigma0p4_beta0p01_bpe200,0,sweeps/20260201_214318/json/r0514_tau15_alpha0p8_sigma0p4_beta0p01_bpe200.json,sweeps/20260201_214318/logs/r0514_tau15_alpha0p8_sigma0p4_beta0p01_bpe200.out,sweeps/20260201_214318/logs/r0514_tau15_alpha0p8_sigma0p4_beta0p01_bpe200.err,2242.625,15,0.8,0.4,0.01,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441637.000000,2.585352,0.386795,2.064824,0.447883,2.090717,1192.000000,1.066009
r0517_tau15_alpha0p8_sigma0p4_beta0p1_bpe100,0,sweeps/20260201_214318/json/r0517_tau15_alpha0p8_sigma0p4_beta0p1_bpe100.json,sweeps/20260201_214318/logs/r0517_tau15_alpha0p8_sigma0p4_beta0p1_bpe100.out,sweeps/20260201_214318/logs/r0517_tau15_alpha0p8_sigma0p4_beta0p1_bpe100.err,2120.664,15,0.8,0.4,0.1,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465622.000000,2.452176,0.407801,2.176963,0.467338,1.983021,1195.000000,1.123904
r0515_tau15_alpha0p8_sigma0p4_beta0p01_bpe300,0,sweeps/20260201_214318/json/r0515_tau15_alpha0p8_sigma0p4_beta0p01_bpe300.json,sweeps/20260201_214318/logs/r0515_tau15_alpha0p8_sigma0p4_beta0p01_bpe300.out,sweeps/20260201_214318/logs/r0515_tau15_alpha0p8_sigma0p4_beta0p01_bpe300.err,2265.367,15,0.8,0.4,0.01,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,432183.000000,2.641906,0.378515,2.020623,0.443400,2.136451,1202.000000,1.043190
r0516_tau15_alpha0p8_sigma0p4_beta0p01_bpe400,0,sweeps/20260201_214318/json/r0516_tau15_alpha0p8_sigma0p4_beta0p01_bpe400.json,sweeps/20260201_214318/logs/r0516_tau15_alpha0p8_sigma0p4_beta0p01_bpe400.out,sweeps/20260201_214318/logs/r0516_tau15_alpha0p8_sigma0p4_beta0p01_bpe400.err,2357.981,15,0.8,0.4,0.01,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424304.000000,2.690964,0.371614,1.983786,0.438612,2.176124,1193.000000,1.024171
r0518_tau15_alpha0p8_sigma0p4_beta0p1_bpe200,0,sweeps/20260201_214318/json/r0518_tau15_alpha0p8_sigma0p4_beta0p1_bpe200.json,sweeps/20260201_214318/logs/r0518_tau15_alpha0p8_sigma0p4_beta0p1_bpe200.out,sweeps/20260201_214318/logs/r0518_tau15_alpha0p8_sigma0p4_beta0p1_bpe200.err,2249.484,15,0.8,0.4,0.1,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441246.000000,2.587643,0.386452,2.062996,0.448449,2.092570,1195.000000,1.065066
r0519_tau15_alpha0p8_sigma0p4_beta0p1_bpe300,0,sweeps/20260201_214318/json/r0519_tau15_alpha0p8_sigma0p4_beta0p1_bpe300.json,sweeps/20260201_214318/logs/r0519_tau15_alpha0p8_sigma0p4_beta0p1_bpe300.out,sweeps/20260201_214318/logs/r0519_tau15_alpha0p8_sigma0p4_beta0p1_bpe300.err,2296.558,15,0.8,0.4,0.1,300,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,431960.000000,2.643270,0.378319,2.019581,0.442497,2.137554,1206.000000,1.042651
r0521_tau15_alpha0p8_sigma0p4_beta0p15_bpe100,0,sweeps/20260201_214318/json/r0521_tau15_alpha0p8_sigma0p4_beta0p15_bpe100.json,sweeps/20260201_214318/logs/r0521_tau15_alpha0p8_sigma0p4_beta0p15_bpe100.out,sweeps/20260201_214318/logs/r0521_tau15_alpha0p8_sigma0p4_beta0p15_bpe100.err,2125.374,15,0.8,0.4,0.15,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465779.000000,2.451349,0.407939,2.177697,0.468221,1.982352,1196.000000,1.124283
r0522_tau15_alpha0p8_sigma0p4_beta0p15_bpe200,0,sweeps/20260201_214318/json/r0522_tau15_alpha0p8_sigma0p4_beta0p15_bpe200.json,sweeps/20260201_214318/logs/r0522_tau15_alpha0p8_sigma0p4_beta0p15_bpe200.out,sweeps/20260201_214318/logs/r0522_tau15_alpha0p8_sigma0p4_beta0p15_bpe200.err,2207.967,15,0.8,0.4,0.15,200,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,441309.000000,2.587273,0.386507,2.063291,0.449487,2.092271,1194.000000,1.065218
r0520_tau15_alpha0p8_sigma0p4_beta0p1_bpe400,0,sweeps/20260201_214318/json/r0520_tau15_alpha0p8_sigma0p4_beta0p1_bpe400.json,sweeps/20260201_214318/logs/r0520_tau15_alpha0p8_sigma0p4_beta0p1_bpe400.out,sweeps/20260201_214318/logs/r0520_tau15_alpha0p8_sigma0p4_beta0p1_bpe400.err,2352.885,15,0.8,0.4,0.1,400,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,424250.000000,2.691307,0.371567,1.983533,0.438308,2.176401,1192.000000,1.024041
r0525_tau15_alpha0p8_sigma0p4_beta0p2_bpe100,0,sweeps/20260201_214318/json/r0525_tau15_alpha0p8_sigma0p4_beta0p2_bpe100.json,sweeps/20260201_214318/logs/r0525_tau15_alpha0p8_sigma0p4_beta0p2_bpe100.out,sweeps/20260201_214318/logs/r0525_tau15_alpha0p8_sigma0p4_beta0p2_bpe100.err,2129.531,15,0.8,0.4,0.2,100,1141787.000000,213886.000000,414290.000000,2.756009,0.362844,1.936966,0.455336,2.228724,1183.000000,1141787.000000,213886.000000,465567.000000,2.452465,0.407753,2.176706,0.467735,1.983255,1198.000000,1.123771
